PLAYER_NAME,TEAM,AGE,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING,USG_PCT,TS_PCT,AST_PCT,PIE,PACE,POSS,SEASON
"Jahmi'us Ramsey",TOR,23,7,17.3,-10.4,100.4,110.8,0.18,0.538,0.103,0.085,102.87,259,2023-24
"Jaime Jaquez Jr.",MIA,23,75,28.2,2.8,113.1,110.4,0.181,0.574,0.137,0.084,98.22,4319,2023-24
"Jake LaRavia",MEM,22,35,23,-6.7,105.2,111.9,0.201,0.54,0.116,0.083,99.45,1668,2023-24
"Jakob Poeltl",TOR,28,50,26.4,-0.6,113.6,114.2,0.16,0.653,0.131,0.117,100.54,2763,2023-24
"Jalen Brunson",NYK,27,77,35.4,8.6,121.2,112.6,0.311,0.592,0.315,0.156,96.68,5508,2023-24
"Jalen Crutcher",NOP,24,1,2.7,20,120,100,0.167,0,0,-0.08,90.57,5,2023-24
"Jalen Duren",DET,20,61,29.1,-7.6,109.3,117,0.181,0.653,0.123,0.137,101.02,3730,2023-24
"Jalen Green",HOU,22,82,31.7,0,113.8,113.8,0.27,0.541,0.17,0.111,100.26,5448,2023-24
"Jalen Hood-Schifino",LAL,21,21,5.2,-23,88.9,111.9,0.242,0.316,0.129,-0.018,103.5,235,2023-24
"Jalen Johnson",ATL,22,56,33.7,-1.9,113.3,115.2,0.184,0.584,0.154,0.117,103.77,4084,2023-24
"Jalen McDaniels",TOR,26,50,10.8,-14.1,100.9,115,0.179,0.412,0.105,0.036,101.84,1141,2023-24
"Jalen Pickett",DEN,24,27,4.5,-2.4,102.3,104.8,0.164,0.571,0.25,0.076,100.31,257,2023-24
"Jalen Slawson",SAC,24,12,3.1,-9.5,105.3,114.9,0.088,0.667,0.071,0.046,96.71,75,2023-24
"Jalen Smith",IND,24,61,17.2,1,119.5,118.6,0.187,0.682,0.078,0.124,102.98,2231,2023-24
"Jalen Suggs",ORL,23,75,27,1,111.8,110.8,0.191,0.602,0.147,0.088,99.85,4212,2023-24
"Jalen Williams",OKC,23,71,31.3,8.8,117.7,108.9,0.232,0.621,0.202,0.123,102.94,4752,2023-24
"Jalen Wilson",BKN,23,43,15.5,-1.6,111.4,113,0.138,0.537,0.095,0.075,97.01,1351,2023-24
"Jamal Cain",MIA,25,26,10,-3.4,105.4,108.8,0.158,0.544,0.056,0.068,100.78,540,2023-24
"Jamal Murray",DEN,27,59,31.5,8.2,120.7,112.4,0.273,0.586,0.296,0.137,97.75,3790,2023-24
"Jamaree Bouyea",SAS,25,9,10.5,-7.5,94,101.5,0.162,0.375,0.183,0.041,100.65,199,2023-24
"James Bouknight",CHA,23,14,5.8,-7.3,107.8,115.2,0.24,0.597,0.125,0.111,98.2,166,2023-24
"James Harden",LAC,34,72,34.3,5.6,120.9,115.2,0.202,0.612,0.338,0.131,96.87,4988,2023-24
"James Johnson",IND,37,9,5.2,3.8,112.6,108.8,0.137,0.368,0.186,0.019,104.25,103,2023-24
"James Wiseman",DET,23,63,17.3,-13.4,104.8,118.2,0.158,0.637,0.077,0.097,102.13,2315,2023-24
"Jarace Walker",IND,20,33,10.3,2.7,117.3,114.6,0.155,0.527,0.138,0.08,104.41,740,2023-24
"Jared Butler",WAS,23,40,14.1,-3.8,107.6,111.4,0.194,0.579,0.321,0.103,103.36,1217,2023-24
"Jared Rhoden",DET,24,17,14.4,-9.4,105.7,115,0.135,0.597,0.085,0.068,99.72,513,2023-24
"Jaren Jackson Jr.",MEM,24,66,32.2,-7.3,106.6,113.9,0.302,0.553,0.133,0.111,100.01,4418,2023-24
"Jarred Vanderbilt",LAL,25,29,20,4.2,113.6,109.4,0.111,0.578,0.077,0.077,103.85,1253,2023-24
"Jarrett Allen",CLE,26,77,31.7,4.8,115.5,110.7,0.191,0.664,0.128,0.149,98.66,5002,2023-24
"Jason Preston",UTA,24,7,10.2,15.1,120.4,105.3,0.121,0.316,0.25,0.079,102.57,152,2023-24
"Javon Freeman-Liberty",TOR,24,22,18.3,-18.2,102.6,120.7,0.17,0.547,0.143,0.08,102.12,856,2023-24
"Javonte Green",CHI,30,9,25.6,5,117.8,112.8,0.159,0.681,0.027,0.121,98.13,473,2023-24
"Javonte Smart",PHI,25,1,0.7,-150,0,150,0,0,0,0,108,1,2023-24
"Jaxson Hayes",LAL,24,70,12.5,-4.7,109.6,114.4,0.121,0.718,0.051,0.079,103.15,1877,2023-24
"Jay Huff",DEN,26,20,2.5,-7.9,90.4,98.2,0.14,0.724,0.071,0.117,110.94,114,2023-24
"Jaylen Brown",BOS,27,70,33.5,8.7,120.2,111.6,0.283,0.58,0.165,0.116,99.94,4873,2023-24
"Jaylen Nowell",SAC,24,13,16.4,-7.4,103.6,111,0.176,0.494,0.137,0.066,100.37,447,2023-24
"Jaylin Williams",OKC,22,69,13,6.8,114.7,107.9,0.133,0.561,0.162,0.096,101.25,1890,2023-24
"Jayson Tatum",BOS,26,74,35.7,11.2,121.7,110.5,0.296,0.604,0.211,0.155,98.64,5436,2023-24
"Jeff Dowtin Jr.",PHI,27,12,11.8,6.8,111,104.1,0.124,0.689,0.262,0.139,98.52,292,2023-24
"Jeff Green",HOU,37,78,16.8,-2.9,109.7,112.7,0.152,0.59,0.079,0.076,100.77,2746,2023-24
"Jerami Grant",POR,30,54,33.9,-9.6,107.8,117.5,0.255,0.573,0.138,0.1,98.26,3751,2023-24
"Jeremiah Robinson-Earl",NOP,23,39,8.6,-1.9,106.2,108.1,0.144,0.564,0.091,0.09,102.37,709,2023-24
"Jeremy Sochan",SAS,21,74,29.6,-7,108.1,115,0.187,0.513,0.161,0.082,101.92,4648,2023-24
"Jericho Sims",NYK,25,45,13,-0.7,109,109.7,0.06,0.702,0.059,0.074,93.66,1140,2023-24
"Jermaine Samuels Jr.",HOU,25,14,4.3,-9.6,104.4,114,0.098,0.672,0.06,0.096,108.56,136,2023-24
"Jerome Robinson",GSW,27,22,3.7,12.4,107.8,95.4,0.188,0.41,0.083,0.034,104.96,179,2023-24
"Jett Howard",ORL,20,18,3.7,3.3,95.2,91.9,0.22,0.457,0.162,0.067,106.44,147,2023-24
"Jevon Carter",CHI,28,72,13.9,1.4,110,108.6,0.168,0.485,0.129,0.053,99.43,2078,2023-24
"Jimmy Butler III",MIA,34,60,34,5.5,116,110.5,0.235,0.626,0.228,0.145,97.23,4131,2023-24
"Jock Landale",HOU,28,56,13.6,9.6,114.9,105.3,0.139,0.584,0.113,0.092,102.23,1628,2023-24
"Joe Harris",DET,32,16,10.6,-14.5,104.9,119.4,0.104,0.489,0.079,0.022,104.06,371,2023-24
"Joe Ingles",ORL,36,68,17.2,5.8,116.1,110.3,0.111,0.612,0.217,0.081,98.58,2412,2023-24
"Joel Embiid",PHI,30,39,33.6,10.3,119.8,109.5,0.387,0.644,0.315,0.225,101.09,2750,2023-24
"John Collins",UTA,26,68,28,-7.5,114.2,121.7,0.199,0.621,0.06,0.111,101.3,4010,2023-24
"John Konchar",MEM,28,55,21.3,-5.9,106.3,112.2,0.096,0.537,0.13,0.082,98.73,2410,2023-24
"Johnny Davis",WAS,22,50,12.3,-10.3,104.9,115.2,0.117,0.462,0.068,0.036,105.31,1341,2023-24
"Johnny Juzang",UTA,23,20,18.6,-1.8,114.3,116.1,0.147,0.62,0.086,0.064,96.5,750,2023-24
"Jonas Valančiūnas",NOP,32,82,23.5,3.9,117.3,113.4,0.207,0.619,0.128,0.135,98.68,3959,2023-24
"Jonathan Isaac",ORL,26,58,15.8,10.9,113,102.1,0.16,0.61,0.047,0.136,98.72,1870,2023-24
"Jonathan Kuminga",GSW,21,74,26.3,2.9,115.1,112.2,0.237,0.598,0.123,0.109,101.96,4143,2023-24
"Jontay Porter",DET,24,26,13.8,-9.2,105.8,115,0.155,0.514,0.226,0.093,103.94,779,2023-24
"Jordan Clarkson",UTA,32,55,30.6,-5.7,113.9,119.7,0.255,0.521,0.247,0.09,100.77,3537,2023-24
"Jordan Ford",SAC,26,6,3.6,28.9,128.9,100,0.184,0.761,0.118,0.119,97.91,45,2023-24
"Jordan Goodwin",MEM,25,57,18.5,-4.1,105.6,109.7,0.182,0.451,0.219,0.097,98.75,2170,2023-24
"Jordan Hawkins",NOP,22,67,17.3,-0.9,113.4,114.3,0.188,0.533,0.084,0.067,100.73,2450,2023-24
"Jordan McLaughlin",MIN,28,56,11.2,11,111.1,100.1,0.119,0.638,0.229,0.108,100.16,1312,2023-24
"Jordan Miller",LAC,24,8,3.5,-24.4,95.2,119.7,0.153,0.658,0,0.084,105.56,63,2023-24
"Jordan Nwora",TOR,25,52,13.7,-13.7,103.1,116.8,0.213,0.565,0.134,0.103,104.52,1555,2023-24
"Jordan Poole",WAS,25,78,30.1,-11.1,108.4,119.5,0.256,0.529,0.212,0.076,104.7,5123,2023-24
"Jordan Walsh",BOS,20,9,9.3,29.9,120.1,90.2,0.092,0.472,0.068,0.058,98.33,169,2023-24
"Jose Alvarado",NOP,26,56,18.4,12,117.3,105.2,0.168,0.54,0.154,0.081,100.12,2137,2023-24
"Josh Giddey",OKC,21,80,25.1,8.2,119.6,111.5,0.223,0.547,0.252,0.122,102.32,4299,2023-24
"Josh Green",DAL,23,57,26.4,-2.1,116.7,118.8,0.129,0.588,0.111,0.063,101.44,3166,2023-24
"Josh Hart",NYK,29,81,33.4,6.6,117.2,110.6,0.133,0.522,0.164,0.1,95.77,5397,2023-24
"Josh Minott",MIN,21,32,2.9,6,105.5,99.5,0.173,0.593,0.119,0.124,112.61,218,2023-24
"Josh Okogie",PHX,25,60,16,1.3,112.8,111.5,0.125,0.552,0.091,0.068,100.88,2008,2023-24
"Josh Richardson",MIA,30,43,25.6,-5,108.7,113.7,0.159,0.573,0.144,0.08,98.56,2267,2023-24
"Joshua Primo",LAC,21,2,5.1,-12.9,91.7,104.5,0.259,0.333,0,-0.076,107.53,24,2023-24
"Jrue Holiday",BOS,34,69,32.8,9.7,120.6,110.9,0.161,0.597,0.196,0.099,98.91,4653,2023-24
"Juan Toscano-Anderson",SAC,31,11,4.8,-0.1,99.1,99.2,0.106,0.292,0.108,0.013,104.36,110,2023-24
"Jules Bernard",WAS,24,19,7.9,6.3,111.2,104.9,0.189,0.544,0.142,0.086,105.63,331,2023-24
"Julian Champagnie",SAS,23,74,19.8,-4.5,109.1,113.5,0.14,0.57,0.093,0.068,103.07,3152,2023-24
"Julian Phillips",CHI,20,40,8.1,0.4,112.1,111.7,0.121,0.521,0.052,0.03,100.9,675,2023-24
"Julian Strawther",DEN,22,50,10.9,-9.8,105.6,115.4,0.193,0.482,0.123,0.055,102,1164,2023-24
"Julius Randle",NYK,29,46,35.4,6,119.7,113.8,0.287,0.569,0.217,0.134,98.84,3364,2023-24
"Justin Champagnie",WAS,23,15,15.7,-11.1,106.4,117.5,0.162,0.526,0.112,0.088,104.86,512,2023-24
"Justin Holiday",DEN,35,58,14.9,3.7,112.8,109.1,0.104,0.598,0.098,0.059,99.78,1787,2023-24
"Justin Jackson",MIN,29,2,0.4,0,0,0,0,0,0,0,137.14,2,2023-24
"Justin Minaya",POR,25,34,11.2,-8.6,99.9,108.4,0.093,0.391,0.08,0.027,97.64,768,2023-24
"Jusuf Nurkić",PHX,29,76,27.3,9.2,120.5,111.3,0.187,0.559,0.186,0.12,99.9,4327,2023-24
"KJ Martin",PHI,23,60,12.4,0.2,110.7,110.5,0.127,0.563,0.094,0.058,101.37,1572,2023-24
"Kaiser Gates",NOP,27,1,7.4,-7,81.3,88.2,0.222,0,0,-0.15,106.55,16,2023-24
"Karl-Anthony Towns",MIN,28,62,32.7,7.2,116.3,109.1,0.268,0.625,0.147,0.14,98.37,4161,2023-24
"Kawhi Leonard",LAC,33,68,34.3,8.2,119.3,111.1,0.261,0.626,0.165,0.154,97.77,4747,2023-24
"Keegan Murray",SAC,23,77,33.6,2.7,116.2,113.4,0.178,0.569,0.068,0.082,99.78,5377,2023-24
"Keita Bates-Diop",BKN,28,53,12.5,-3.8,109.3,113.1,0.128,0.534,0.084,0.078,98.77,1366,2023-24
"Keldon Johnson",SAS,24,69,29.5,-7.7,108.5,116.1,0.212,0.565,0.142,0.098,103.68,4399,2023-24
"Kelly Olynyk",TOR,33,78,22.5,-7.3,111.7,119.1,0.171,0.661,0.275,0.116,102.01,3743,2023-24
"Kelly Oubre Jr.",PHI,28,68,30.2,0.1,114.1,114,0.22,0.535,0.072,0.081,99.3,4239,2023-24
"Kendall Brown",IND,21,15,4.2,-19.5,84.3,103.8,0.135,0.567,0.135,0.04,102.13,134,2023-24
"Kenneth Lofton Jr.",UTA,21,21,9.4,-1.8,109.4,111.2,0.207,0.537,0.25,0.096,103.48,426,2023-24
"Kenrich Williams",OKC,29,69,14.9,8.4,115.2,106.7,0.132,0.568,0.12,0.079,101.18,2155,2023-24
"Kentavious Caldwell-Pope",DEN,31,76,31.6,11.3,122.4,111,0.126,0.602,0.09,0.061,97.99,4910,2023-24
"Keon Ellis",SAC,24,57,17.2,5.5,114.4,109,0.123,0.627,0.115,0.068,99.24,2015,2023-24
"Keon Johnson",BKN,22,5,12.3,-19.5,114.8,134.4,0.212,0.59,0.071,0.061,100.06,128,2023-24
"Kessler Edwards",SAC,23,54,5.1,-6.3,98.3,104.6,0.134,0.541,0.084,0.073,102.55,583,2023-24
"Kevin Durant",PHX,35,75,37.2,4.8,118.1,113.3,0.283,0.626,0.213,0.148,100.24,5832,2023-24
"Kevin Huerter",SAC,25,64,24.4,2.5,117.5,115,0.173,0.564,0.138,0.077,101.06,3286,2023-24
"Kevin Knox II",POR,24,31,18.1,-7.8,109.4,117.2,0.157,0.57,0.057,0.062,103.16,1208,2023-24
"Kevin Love",MIA,35,55,16.8,6.5,114.7,108.2,0.21,0.597,0.189,0.144,99.69,1912,2023-24
"Kevon Harris",ORL,27,2,3,9.5,142.9,133.3,0.286,0.667,0.2,0.053,115.04,14,2023-24
"Kevon Looney",GSW,28,74,16.1,1.4,115.4,114,0.11,0.62,0.148,0.102,99.5,2477,2023-24
"Keyontae Johnson",OKC,24,9,7.4,-5.8,100,105.8,0.128,0.344,0.085,0.015,100.42,139,2023-24
"Keyonte George",UTA,20,75,27,-9.3,109.6,118.9,0.224,0.533,0.244,0.081,100.98,4264,2023-24
"Khris Middleton",MIL,32,55,27,3.4,118,114.6,0.23,0.595,0.272,0.117,102.11,3172,2023-24
"Killian Hayes",DET,22,42,24,-11.1,106.5,117.6,0.147,0.474,0.268,0.077,102.49,2149,2023-24
"Kira Lewis Jr.",UTA,23,28,9.4,-11.4,99.6,111.1,0.178,0.441,0.223,0.068,103.18,567,2023-24
"Klay Thompson",GSW,34,77,29.7,-0.3,115.8,116.1,0.234,0.576,0.11,0.09,101.9,4858,2023-24
"Kobe Brown",LAC,24,44,9,-10.5,105.7,116.2,0.104,0.49,0.085,0.043,100.45,822,2023-24
"Kobe Bufkin",ATL,20,17,11.5,-7.9,97.1,105,0.221,0.424,0.233,0.077,102.12,416,2023-24
"Kobi Simmons",TOR,26,4,16.9,-22.3,94.2,116.5,0.141,0.476,0.3,0.102,98.94,139,2023-24
"Kris Dunn",UTA,30,66,18.9,0.4,117.6,117.2,0.132,0.546,0.25,0.078,102.44,2667,2023-24
"Kris Murray",POR,23,62,21.7,-6,106.1,112.1,0.136,0.481,0.083,0.059,98.81,2777,2023-24
"Kristaps Porziņģis",BOS,28,57,29.6,11.2,120.8,109.6,0.247,0.647,0.098,0.138,100.55,3549,2023-24
"Kyle Anderson",MIN,30,79,22.6,5.1,110.1,105.1,0.14,0.513,0.264,0.097,99.95,3701,2023-24
"Kyle Kuzma",WAS,28,70,32.6,-11,109.7,120.8,0.295,0.547,0.201,0.114,103.56,4913,2023-24
"Kyle Lowry",PHI,38,60,28.2,-0.3,111.4,111.6,0.128,0.594,0.212,0.077,97.21,3427,2023-24
"Kyrie Irving",DAL,32,58,35,6.9,119.6,112.6,0.274,0.608,0.225,0.144,100.89,4258,2023-24
"LaMelo Ball",CHA,22,22,32.3,-8.4,111.8,120.2,0.315,0.561,0.395,0.133,103,1522,2023-24
"Lamar Stevens",MEM,26,38,14.7,1.3,105.3,104,0.213,0.516,0.085,0.11,98.4,1143,2023-24
"Landry Shamet",WAS,27,46,15.8,-9.9,109.3,119.2,0.181,0.556,0.104,0.058,103.63,1571,2023-24
"Larry Nance Jr.",NOP,31,61,19.9,3.3,111.7,108.4,0.112,0.653,0.129,0.103,99.9,2525,2023-24
"Lauri Markkanen",UTA,27,55,33.1,0.6,117.6,116.9,0.241,0.631,0.09,0.136,102.49,3884,2023-24
"LeBron James",LAL,39,71,35.3,3.8,117.4,113.6,0.285,0.63,0.358,0.169,101.54,5304,2023-24
"Leaky Black",CHA,25,26,10.9,-4,105.1,109.2,0.099,0.589,0.117,0.079,99.44,587,2023-24
"Leonard Miller",MIN,20,17,3.1,3.2,104.9,101.7,0.157,0.694,0.2,0.178,110.84,123,2023-24
"Lester Quinones",GSW,23,37,10.7,0.6,109.6,109,0.171,0.533,0.126,0.069,101.55,840,2023-24
"Lindell Wigginton",MIL,26,3,2.5,-66.5,64.7,131.3,0.412,0.51,0,0.029,103.8,17,2023-24
"Lindy Waters III",OKC,26,38,7.4,-7.7,103.7,111.4,0.167,0.653,0.132,0.1,101.41,597,2023-24
"Lonnie Walker IV",BKN,25,58,17.4,-0.6,111.3,111.8,0.235,0.545,0.113,0.09,100.24,2119,2023-24
"Luguentz Dort",OKC,25,79,28.4,7.8,119.9,112.1,0.152,0.593,0.061,0.06,101.99,4762,2023-24
"Luka Dončić",DAL,25,70,37.5,5.8,119.6,113.8,0.355,0.617,0.428,0.2,101.06,5524,2023-24
"Luka Garza",MIN,25,25,4.9,-0.6,107.9,108.5,0.278,0.576,0.05,0.098,108.34,279,2023-24
"Luka Samanic",UTA,24,43,9.4,-5.5,106.5,112,0.21,0.485,0.071,0.073,102.97,866,2023-24
"Luke Kennard",MEM,28,39,25.6,-8.8,106.4,115.2,0.166,0.641,0.212,0.099,99.53,2069,2023-24
"Luke Kornet",BOS,28,63,15.6,12.1,121.8,109.7,0.107,0.736,0.089,0.113,96.92,1976,2023-24
"Malachi Flynn",DET,26,69,12.7,-9.8,104.8,114.6,0.199,0.533,0.231,0.088,99.65,1820,2023-24
"Malaki Branham",SAS,21,75,21.3,-11.1,105.9,117,0.192,0.526,0.142,0.062,103.72,3449,2023-24
"Malcolm Brogdon",POR,31,39,28.7,-3.7,110.7,114.5,0.226,0.56,0.301,0.122,99.51,2326,2023-24
"Malcolm Cazalon",DET,22,1,2.6,83.3,183.3,100,0,0,0,0,111.48,6,2023-24
"Malik Beasley",MIL,27,79,29.6,5.8,118.3,112.6,0.142,0.603,0.059,0.065,102.26,4981,2023-24
"Malik Monk",SAC,26,72,26,0.1,115.2,115.1,0.247,0.564,0.29,0.11,101.92,3978,2023-24
"Malik Williams",TOR,25,7,15.2,-24.9,93.2,118.1,0.148,0.272,0.029,0.027,99.37,220,2023-24
"Mamadi Diakite",NYK,27,6,4.1,7.5,90.2,82.7,0.175,0.694,0.167,0.163,101.17,51,2023-24
"Maozinha Pereira",MEM,23,7,17.4,2.7,99.2,96.5,0.143,0.609,0.027,0.126,101.42,258,2023-24
"MarJon Beauchamp",MIL,23,48,12.7,-1,113.5,114.5,0.141,0.592,0.067,0.064,103.51,1311,2023-24
"Marcus Morris Sr.",CLE,34,49,16.7,-3.9,110.7,114.6,0.162,0.558,0.066,0.072,98.26,1675,2023-24
"Marcus Sasser",DET,23,71,19,-8.7,107,115.7,0.195,0.542,0.263,0.086,102.01,2871,2023-24
"Marcus Smart",MEM,30,20,30.2,-0.8,108.5,109.2,0.225,0.552,0.211,0.083,102.65,1289,2023-24
"Mark Williams",CHA,22,19,26.8,-1.2,115.2,116.4,0.162,0.675,0.059,0.129,100.03,1056,2023-24
"Markelle Fultz",ORL,26,43,21.2,0.6,109.6,109,0.182,0.492,0.194,0.086,98.7,1872,2023-24
"Markieff Morris",DAL,34,26,8.3,-15.3,99.8,115.1,0.153,0.467,0.106,0.063,104.7,479,2023-24
"Markquis Nowell",TOR,24,1,3.5,66.1,128.6,62.5,0.222,0.532,1,0.357,102.37,7,2023-24
"Marques Bolden",CHA,26,11,11,-8.5,105.1,113.5,0.108,0.691,0.051,0.103,100.33,256,2023-24
"Marvin Bagley III",WAS,25,50,21.1,-6,109.5,115.5,0.204,0.629,0.079,0.122,102.87,2257,2023-24
"Mason Jones",SAC,25,5,5.5,-8.9,87.7,96.6,0.155,0.394,0.278,0.065,100.57,57,2023-24
"Mason Plumlee",LAC,34,46,14.7,0.3,115.8,115.5,0.147,0.621,0.107,0.108,100.71,1417,2023-24
"Matisse Thybulle",POR,27,65,22.9,-7.4,107.7,115.1,0.105,0.537,0.083,0.061,99.41,3078,2023-24
"Matt Hurt",MEM,24,8,14.2,-6,98.7,104.8,0.134,0.453,0.062,0.054,98.34,233,2023-24
"Matt Ryan",NOP,27,28,13.9,1.4,107.9,106.5,0.144,0.638,0.064,0.062,103.84,845,2023-24
"Max Christie",LAL,21,67,14.1,-1.1,109.2,110.3,0.132,0.544,0.084,0.063,104.25,2054,2023-24
"Max Strus",CLE,28,70,32,5.6,115.3,109.7,0.167,0.553,0.166,0.081,99.71,4649,2023-24
"Maxi Kleber",DAL,32,43,20.3,6.6,116.5,109.9,0.096,0.573,0.099,0.057,102.07,1854,2023-24
"Maxwell Lewis",LAL,21,34,3,-32.6,73.1,105.8,0.127,0.246,0.109,-0.031,105.73,227,2023-24
"Micah Potter",UTA,26,16,11.6,-8.4,105.9,114.4,0.109,0.609,0.046,0.08,99.32,387,2023-24
"Michael Porter Jr.",DEN,26,81,31.7,8.1,120.2,112.1,0.202,0.601,0.064,0.106,97.81,5247,2023-24
"Mikal Bridges",BKN,27,82,34.8,-3.3,111,114.3,0.238,0.56,0.163,0.105,98.35,5852,2023-24
"Mike Conley",MIN,36,76,28.9,5.7,113.7,108,0.157,0.627,0.29,0.115,97.38,4460,2023-24
"Mike Muscala",OKC,33,53,11.3,-7.6,106.4,114,0.132,0.47,0.082,0.049,103.13,1293,2023-24
"Miles Bridges",CHA,26,69,37.4,-12.1,108,120.1,0.242,0.556,0.146,0.111,98.46,5298,2023-24
"Miles McBride",NYK,23,68,19.5,0,110.6,110.6,0.164,0.59,0.131,0.08,95.4,2632,2023-24
"Mitchell Robinson",NYK,26,31,24.8,1.1,117.3,116.2,0.099,0.554,0.031,0.082,96.67,1545,2023-24
"Mo Bamba",PHI,26,57,13,-3,107.5,110.5,0.149,0.575,0.083,0.098,97.77,1507,2023-24
"Monte Morris",MIN,29,33,14.4,9.4,113.5,104.1,0.151,0.508,0.199,0.094,99.42,983,2023-24
"Moritz Wagner",ORL,27,80,17.7,3.1,113.9,110.8,0.22,0.676,0.109,0.139,98.73,2911,2023-24
"Moses Brown",POR,24,22,9.1,-14.4,104.5,118.9,0.176,0.477,0.057,0.08,100.45,419,2023-24
"Moses Moody",GSW,22,66,17.5,3.1,113.3,110.2,0.176,0.578,0.07,0.087,100.54,2432,2023-24
"Mouhamadou Gueye",TOR,25,11,10.9,-30.9,80,110.9,0.189,0.31,0.081,0.002,102.25,255,2023-24
"Mouhamed Gueye",ATL,21,6,12.1,-25.2,89.9,115.1,0.144,0.468,0.091,0.079,104.51,158,2023-24
"Moussa Diabaté",LAC,22,11,5.8,-3.4,117.7,121.1,0.171,0.576,0.089,0.141,96.39,130,2023-24
"Myles Turner",IND,28,77,27,5.1,120.6,115.5,0.234,0.626,0.065,0.116,102.52,4432,2023-24
"Naji Marshall",NOP,26,66,19,8.7,115.4,106.8,0.158,0.576,0.139,0.092,100.71,2627,2023-24
"Nassir Little",PHX,24,45,10.2,-9.5,103.2,112.7,0.132,0.572,0.068,0.073,101.49,971,2023-24
"Nate Hinton",HOU,25,15,5,9.3,109.3,100,0.156,0.585,0.159,0.111,111.71,172,2023-24
"Nate Williams",HOU,25,22,5.9,6.9,111.1,104.2,0.173,0.565,0.07,0.09,105.92,287,2023-24
"Nathan Mensah",CHA,26,25,12.3,-19.6,94.9,114.5,0.068,0.496,0.043,0.007,99.71,633,2023-24
"Naz Reid",MIN,24,81,24.2,5.7,111.1,105.5,0.223,0.595,0.085,0.115,99.83,4092,2023-24
"Neemias Queta",BOS,24,28,11.9,20.4,128.7,108.3,0.16,0.662,0.078,0.123,98.67,683,2023-24
"Nic Claxton",BKN,25,71,29.8,-5.6,108.4,114.1,0.156,0.629,0.107,0.128,98.42,4323,2023-24
"Nick Richards",CHA,26,67,26.2,-11.9,106.3,118.2,0.131,0.717,0.046,0.108,97.53,3572,2023-24
"Nick Smith Jr.",CHA,20,51,14.3,-12.4,102.4,114.9,0.202,0.511,0.134,0.056,97.72,1479,2023-24
"Nickeil Alexander-Walker",MIN,25,82,23.4,7.6,113.1,105.5,0.143,0.578,0.145,0.071,99.98,4005,2023-24
"Nicolas Batum",PHI,35,60,25.5,5.6,117.6,111.9,0.085,0.603,0.105,0.065,98.51,3139,2023-24
"Nikola Jokić",DEN,29,79,34.6,11.8,122.4,110.6,0.288,0.65,0.391,0.211,98.05,5599,2023-24
"Nikola Jović",MIA,21,46,19.5,7.8,115.8,107.9,0.171,0.583,0.14,0.092,97.42,1822,2023-24
"Nikola Vučević",CHI,33,76,34.3,-3.1,112.5,115.7,0.233,0.54,0.153,0.126,97.36,5287,2023-24
"Noah Clowney",BKN,19,23,16.1,-6.9,104.8,111.7,0.137,0.626,0.074,0.097,99.61,767,2023-24
"Norman Powell",LAC,31,76,26.2,5.1,118,113,0.193,0.626,0.059,0.087,100.37,4162,2023-24
"OG Anunoby",NYK,26,50,34,10.9,118.2,107.2,0.173,0.595,0.084,0.081,98.71,3503,2023-24
"Obi Toppin",IND,26,82,21.1,3.6,120.2,116.6,0.16,0.677,0.091,0.101,104.97,3786,2023-24
"Ochai Agbaji",TOR,24,78,21,-7.1,110.1,117.2,0.131,0.497,0.068,0.046,101.56,3472,2023-24
"Olivier Sarr",OKC,25,15,6.5,1,106.8,105.8,0.124,0.664,0.029,0.093,101.42,207,2023-24
"Olivier-Maxence Prosper",DAL,21,40,8.4,-13.2,99.6,112.8,0.153,0.496,0.095,0.082,104.65,738,2023-24
"Omer Yurtseven",UTA,26,48,11.4,-12.8,104.4,117.2,0.173,0.565,0.084,0.11,100.56,1148,2023-24
"Onuralp Bitim",CHI,25,23,11.7,-8.5,106.6,115.1,0.149,0.464,0.069,0.035,99.94,559,2023-24
"Onyeka Okongwu",ATL,23,55,25.5,-0.9,118.1,119,0.134,0.674,0.071,0.094,103.28,3020,2023-24
"Orlando Robinson",MIA,23,36,8.4,3.5,113.1,109.6,0.143,0.596,0.161,0.097,98.39,618,2023-24
"Oscar Tshiebwe",IND,24,8,5.2,15.9,114.9,98.9,0.205,0.553,0.065,0.165,108.21,94,2023-24
"Oshae Brissett",BOS,26,55,11.5,10.8,117.2,106.4,0.136,0.53,0.089,0.076,100.85,1311,2023-24
"Otto Porter Jr.",TOR,31,15,11.6,4.7,112.2,107.5,0.083,0.568,0.058,0.054,103.13,376,2023-24
"Ousmane Dieng",OKC,21,33,11.1,1.1,110.1,109,0.167,0.54,0.144,0.074,100.42,760,2023-24
"P.J. Tucker",LAC,39,31,15.7,-1.3,112.4,113.7,0.052,0.507,0.041,0.031,98.41,992,2023-24
"P.J. Washington",DAL,25,73,30.4,-2.8,112.8,115.6,0.185,0.537,0.087,0.079,100.49,4648,2023-24
"Paolo Banchero",ORL,21,80,35,0,111.9,111.9,0.292,0.546,0.254,0.135,98.2,5727,2023-24
"Pascal Siakam",IND,30,80,33.2,2.2,117.6,115.3,0.25,0.601,0.189,0.132,100.99,5587,2023-24
"Pat Connaughton",MIL,31,76,22.1,-0.8,115.1,115.9,0.106,0.574,0.123,0.066,101.34,3545,2023-24
